1,0,316, 61, 53, 56, 46, 39, 23, 29, 48, 53, 7, 25, 33, 21, 31, 14
1,1,316, 61, 53, 56, 46, 39, 23, 29, 48, 53, 7, 25, 33, 21, 31, 14
1,2,361, 61, 53, 56, 46, 39, 23, 29, 48, 53, 7, 26, 34, 22, 31, 14
1,3,409, 62, 54, 57, 46, 39, 20, 27, 48, 53, 8, 28, 36, 24, 32, 14
1,4,409, 62, 54, 57, 46, 39, 20, 27, 48, 53, 8, 28, 36, 24, 32, 14
1,5,409, 62, 54, 57, 46, 39, 20, 27, 48, 53, 8, 28, 36, 24, 32, 14
1,6,478, 61, 55, 58, 46, 39, 16, 24, 47, 51, 9, 31, 38, 26, 33, 14
1,7,512, 61, 56, 59, 46, 39, 14, 19, 46, 49, 9, 33, 40, 29, 36, 14
1,8,482, 61, 57, 60, 46, 39, 14, 14, 44, 46, 9, 35, 41, 33, 39, 14
1,9,482, 61, 57, 60, 46, 39, 14, 14, 44, 46, 9, 35, 41, 33, 39, 14
1,10,480, 59, 57, 62, 46, 39, 18, 12, 41, 41, 9, 36, 42, 37, 42, 14
1,11,480, 59, 57, 62, 46, 39, 18, 12, 41, 41, 9, 36, 42, 37, 42, 14
1,12,291, 60, 74, 76, 42, 37, 30, 24, 37, 41, 16, 63, 68, 61, 64, 13
1,13,427, 59, 83, 84, 41, 36, 46, 41, 34, 41, 22, 76, 82, 73, 77, 13
1,14,427, 59, 83, 84, 41, 36, 46, 41, 34, 41, 22, 76, 82, 73, 77, 13
1,15,424, 57, 87, 89, 40, 35, 55, 52, 32, 41, 27, 84, 90, 81, 85, 14
1,16,424, 57, 87, 89, 40, 35, 55, 52, 32, 41, 27, 84, 90, 81, 85, 14
1,17,379, 57, 90, 91, 40, 35, 61, 58, 31, 42, 30, 88, 95, 85, 89, 14
1,18,306, 57, 91, 93, 39, 35, 64, 62, 31, 42, 31, 90, 97, 87, 92, 14
1,19,306, 57, 91, 93, 39, 35, 64, 62, 31, 42, 31, 90, 97, 87, 92, 14
