0,370.4375, 63.5625, 47.625, 44.4375, 41.125, 38.0625, 41.5625, 42.6875, 45.6875, 49.0, 15.6875, 28.75, 40.8125, 15.5, 29.375,s
1,384.3333333333333, 62.733333333333334, 48.0, 44.53333333333333, 41.2, 38.13333333333333, 41.333333333333336, 42.13333333333333, 44.666666666666664, 47.53333333333333, 16.066666666666666, 29.133333333333333, 41.0, 15.6, 29.4,s
2,450.4, 62.53333333333333, 47.733333333333334, 44.666666666666664, 41.4, 38.13333333333333, 41.06666666666667, 41.6, 44.0, 47.06666666666667, 15.466666666666667, 28.666666666666668, 40.6, 16.0, 29.6,s
3,478.2, 62.46666666666667, 47.6, 44.93333333333333, 41.53333333333333, 38.13333333333333, 41.266666666666666, 41.46666666666667, 43.86666666666667, 47.0, 15.066666666666666, 28.4, 40.46666666666667, 16.133333333333333, 29.666666666666668,s
4,510.0, 62.46666666666667, 47.53333333333333, 44.93333333333333, 41.6, 38.06666666666667, 41.2, 41.333333333333336, 43.53333333333333, 46.8, 14.933333333333334, 28.266666666666666, 40.266666666666666, 16.066666666666666, 29.733333333333334,s
5,541.4, 62.4, 47.53333333333333, 45.0, 41.93333333333333, 38.06666666666667, 41.53333333333333, 41.06666666666667, 42.93333333333333, 46.666666666666664, 14.533333333333333, 27.8, 40.13333333333333, 16.0, 29.8,s
6,577.6666666666666, 62.4, 47.53333333333333, 45.13333333333333, 42.0, 38.06666666666667, 41.4, 40.733333333333334, 42.666666666666664, 46.333333333333336, 14.2, 27.933333333333334, 40.2, 16.133333333333333, 30.066666666666666,s
7,582.9333333333333, 62.266666666666666, 48.93333333333333, 46.53333333333333, 41.8, 37.8, 41.733333333333334, 40.46666666666667, 42.13333333333333, 46.13333333333333, 14.2, 30.0, 42.53333333333333, 18.4, 32.333333333333336,s
8,621.3333333333334, 62.266666666666666, 48.93333333333333, 46.86666666666667, 41.8, 37.8, 42.0, 40.46666666666667, 41.666666666666664, 45.6, 13.933333333333334, 30.2, 42.666666666666664, 18.8, 32.6,s
9,632.3333333333334, 62.13333333333333, 50.13333333333333, 47.733333333333334, 41.8, 37.733333333333334, 43.0, 41.8, 41.13333333333333, 45.4, 14.866666666666667, 31.533333333333335, 44.333333333333336, 20.133333333333333, 34.0,s
10,601.2, 62.4, 53.13333333333333, 50.666666666666664, 43.46666666666667, 38.666666666666664, 41.93333333333333, 40.666666666666664, 39.46666666666667, 44.2, 15.266666666666667, 33.06666666666667, 45.93333333333333, 21.466666666666665, 35.6,s
11,640.0666666666667, 62.46666666666667, 53.666666666666664, 51.2, 43.46666666666667, 38.6, 42.266666666666666, 41.333333333333336, 39.2, 44.06666666666667, 15.533333333333333, 33.733333333333334, 46.666666666666664, 22.666666666666668, 36.266666666666666,s
12,671.4666666666667, 62.4, 55.86666666666667, 53.2, 43.2, 38.13333333333333, 43.46666666666667, 42.733333333333334, 39.4, 44.53333333333333, 17.066666666666666, 37.733333333333334, 50.266666666666666, 26.8, 39.733333333333334,s
13,660.5333333333333, 62.06666666666667, 59.06666666666667, 56.333333333333336, 42.733333333333334, 38.0, 42.13333333333333, 41.733333333333334, 39.8, 44.53333333333333, 18.066666666666666, 42.6, 54.266666666666666, 32.13333333333333, 43.86666666666667,s
14,682.8, 62.0, 59.4, 56.333333333333336, 42.86666666666667, 37.93333333333333, 42.0, 41.53333333333333, 39.6, 44.266666666666666, 18.333333333333332, 42.666666666666664, 54.46666666666667, 32.13333333333333, 43.93333333333333,s
15,646.7333333333333, 61.8, 60.333333333333336, 58.333333333333336, 42.666666666666664, 37.86666666666667, 42.86666666666667, 42.46666666666667, 39.46666666666667, 44.6, 18.666666666666668, 45.13333333333333, 56.733333333333334, 35.2, 46.333333333333336,s
16,659.7333333333333, 61.6, 62.06666666666667, 60.6, 42.266666666666666, 37.733333333333334, 44.86666666666667, 44.4, 39.733333333333334, 44.6, 19.8, 48.93333333333333, 59.93333333333333, 39.4, 49.6,s
17,632.6, 61.46666666666667, 63.733333333333334, 61.6, 42.13333333333333, 37.733333333333334, 45.86666666666667, 46.266666666666666, 39.666666666666664, 44.333333333333336, 21.6, 50.666666666666664, 61.666666666666664, 41.6, 51.4,s
18,627.7333333333333, 61.266666666666666, 65.86666666666666, 62.333333333333336, 41.86666666666667, 37.733333333333334, 48.53333333333333, 47.86666666666667, 39.46666666666667, 44.06666666666667, 24.866666666666667, 53.93333333333333, 64.6, 43.13333333333333, 52.6,s
19,606.2, 60.666666666666664, 69.53333333333333, 66.46666666666667, 41.53333333333333, 37.53333333333333, 48.733333333333334, 47.266666666666666, 38.8, 43.93333333333333, 25.8, 58.8, 69.0, 49.0, 57.46666666666667,s
20,575.1333333333333, 60.666666666666664, 74.86666666666666, 71.86666666666666, 41.06666666666667, 37.53333333333333, 52.266666666666666, 46.86666666666667, 39.4, 44.0, 27.733333333333334, 66.66666666666667, 75.53333333333333, 55.666666666666664, 63.6,s
21,577.4, 60.333333333333336, 76.8, 74.33333333333333, 40.8, 37.53333333333333, 55.6, 49.8, 39.06666666666667, 43.733333333333334, 28.6, 69.86666666666666, 78.53333333333333, 60.0, 67.26666666666667,s
22,575.8666666666667, 60.53333333333333, 82.26666666666667, 79.2, 41.0, 37.666666666666664, 56.8, 49.8, 39.266666666666666, 44.06666666666667, 30.933333333333334, 77.06666666666666, 85.33333333333333, 66.73333333333333, 73.4,s
