1,0,335, 46, 56, 59, 54, 44, 20, 29, 37, 36, 9, 22, 30, 15, 26, 14
1,1,335, 46, 56, 59, 54, 44, 20, 29, 37, 36, 9, 22, 30, 15, 26, 14
1,2,335, 46, 56, 59, 54, 44, 20, 29, 37, 36, 9, 22, 30, 15, 26, 14
1,3,495, 46, 56, 59, 54, 44, 20, 29, 36, 36, 10, 22, 30, 14, 26, 14
1,4,495, 46, 56, 59, 54, 44, 20, 29, 36, 36, 10, 22, 30, 14, 26, 14
1,5,495, 46, 56, 59, 54, 44, 20, 29, 36, 36, 10, 22, 30, 14, 26, 14
1,6,542, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,7,542, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,8,542, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,9,428, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,10,428, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,11,428, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,12,428, 46, 56, 59, 54, 44, 19, 28, 35, 35, 10, 22, 30, 14, 26, 14
1,13,377, 46, 56, 59, 54, 44, 19, 27, 35, 35, 9, 21, 29, 14, 26, 14
1,14,377, 46, 56, 59, 54, 44, 19, 27, 35, 35, 9, 21, 29, 14, 26, 14
1,15,377, 46, 56, 59, 54, 44, 19, 27, 35, 35, 9, 21, 29, 14, 26, 14
1,16,276, 46, 55, 59, 54, 44, 18, 27, 34, 34, 9, 21, 29, 14, 26, 14
1,17,276, 46, 55, 59, 54, 44, 18, 27, 34, 34, 9, 21, 29, 14, 26, 14
1,18,276, 46, 55, 59, 54, 44, 18, 27, 34, 34, 9, 21, 29, 14, 26, 14
1,19,276, 46, 55, 59, 54, 44, 18, 27, 34, 34, 9, 21, 29, 14, 26, 14
1,20,173, 46, 55, 59, 54, 44, 18, 26, 33, 34, 9, 21, 29, 14, 26, 14
1,21,173, 46, 55, 59, 54, 44, 18, 26, 33, 34, 9, 21, 29, 14, 26, 14
1,22,173, 46, 55, 59, 54, 44, 18, 26, 33, 34, 9, 21, 29, 14, 26, 14
1,23,95, 47, 55, 59, 54, 44, 18, 26, 33, 34, 8, 21, 29, 14, 26, 14
1,24,95, 47, 55, 59, 54, 44, 18, 26, 33, 34, 8, 21, 29, 14, 26, 14
1,25,95, 47, 55, 59, 54, 44, 18, 26, 33, 34, 8, 21, 29, 14, 26, 14
1,26,48, 47, 55, 59, 54, 43, 17, 25, 33, 33, 8, 20, 28, 14, 26, 14
1,27,48, 47, 55, 59, 54, 43, 17, 25, 33, 33, 8, 20, 28, 14, 26, 14
1,28,48, 47, 55, 59, 54, 43, 17, 25, 33, 33, 8, 20, 28, 14, 26, 14
1,29,48, 47, 55, 59, 54, 43, 17, 25, 33, 33, 8, 20, 28, 14, 26, 14
