1460862712, 10, 41, 42, 44, 41, 35, 36, 44, 53, 53, 9, 23, 31, 15, 25, 12
1460862712, 9, 40, 42, 44, 41, 35, 36, 44, 53, 53, 9, 23, 31, 15, 25, 12
1460862712, 9, 40, 42, 44, 41, 35, 36, 44, 53, 53, 9, 23, 31, 16, 25, 12
1460862712, 11, 39, 42, 44, 41, 35, 36, 44, 53, 53, 9, 23, 31, 16, 25, 12
1460862713, 26, 39, 42, 44, 41, 35, 36, 44, 53, 52, 9, 23, 31, 16, 25, 12
1460862713, 27, 39, 42, 44, 41, 35, 36, 44, 53, 52, 9, 23, 31, 15, 25, 12
1460862713, 46, 39, 42, 44, 41, 35, 37, 44, 52, 52, 9, 22, 31, 15, 25, 12
1460862713, 40, 38, 42, 44, 41, 35, 37, 44, 52, 52, 9, 22, 31, 15, 25, 12
1460862713, 47, 39, 42, 44, 41, 35, 37, 44, 52, 52, 8, 22, 31, 15, 25, 12
1460862713, 54, 39, 42, 44, 41, 35, 36, 43, 52, 51, 8, 23, 30, 15, 25, 12
1460862713, 35, 39, 42, 44, 41, 35, 36, 43, 52, 51, 8, 22, 30, 15, 25, 12
1460862713, 14, 39, 42, 44, 42, 35, 36, 43, 52, 51, 8, 23, 30, 15, 25, 12
1460862713, 609, 42, 42, 44, 42, 35, 35, 42, 51, 50, 9, 23, 30, 15, 25, 12
1460862713, 488, 51, 93, 89, 38, 34, 60, 50, 42, 44, 27, 100, 102, 92, 91, 15
1460862713, 170, 51, 99, 103, 38, 35, 81, 82, 39, 40, 42, 113, 113, 116, 110, 16
1460862713, 62, 51, 99, 103, 37, 35, 83, 84, 38, 37, 43, 113, 113, 117, 110, 16
1460862713, 12, 51, 99, 103, 37, 35, 84, 84, 38, 36, 43, 113, 112, 117, 110, 16
1460862713, 28, 51, 99, 103, 37, 35, 84, 83, 36, 36, 43, 111, 112, 115, 110, 16
1460862713, 55, 51, 99, 103, 37, 36, 83, 83, 34, 35, 43, 109, 112, 113, 110, 16
1460862713, 46, 51, 99, 104, 37, 36, 83, 82, 33, 34, 43, 107, 111, 112, 109, 16
1460862713, 44, 51, 99, 104, 38, 36, 82, 82, 31, 35, 43, 106, 111, 110, 109, 16
1460862713, 32, 51, 99, 104, 38, 37, 80, 81, 31, 36, 43, 105, 111, 109, 109, 16
1460862713, 26, 51, 99, 104, 39, 37, 79, 81, 31, 37, 42, 105, 111, 109, 109, 16
1460862713, 14, 51, 99, 104, 39, 37, 79, 81, 30, 37, 41, 104, 111, 108, 109, 16
1460862714, 10, 51, 99, 104, 39, 37, 78, 80, 30, 37, 41, 104, 110, 108, 109, 16
1460862714, 5, 51, 100, 104, 39, 37, 78, 80, 29, 37, 40, 103, 110, 107, 108, 16
1460862714, 5, 51, 100, 104, 39, 37, 78, 79, 29, 37, 40, 103, 110, 106, 108, 16
1460862714, 17, 51, 100, 104, 39, 37, 78, 79, 28, 36, 40, 102, 109, 105, 107, 16
1460862714, 30, 51, 100, 104, 39, 37, 77, 79, 28, 36, 40, 102, 109, 105, 107, 16
1460862714, 21, 51, 100, 104, 39, 37, 77, 79, 27, 36, 40, 101, 109, 105, 107, 16
