1460863333, 1, 54, 57, 61, 55, 44, 11, 17, 27, 29, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 55, 44, 11, 17, 27, 29, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 56, 44, 11, 17, 26, 29, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 56, 44, 11, 17, 26, 29, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 56, 44, 11, 17, 26, 29, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 56, 44, 11, 17, 26, 28, 8, 21, 29, 15, 26, 15
1460863334, 1, 54, 57, 61, 56, 44, 11, 17, 26, 28, 8, 21, 29, 15, 26, 15
1460863334, 8, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 21, 29, 15, 26, 15
1460863334, 8, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 21, 29, 16, 27, 15
1460863334, 9, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 21, 29, 15, 26, 15
1460863334, 7, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 15, 26, 15
1460863334, 6, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 15, 26, 15
1460863334, 5, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 15, 26, 15
1460863334, 6, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 15, 26, 15
1460863334, 9, 54, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 16, 26, 15
1460863334, 6, 55, 57, 61, 56, 44, 10, 16, 26, 28, 8, 22, 29, 15, 26, 15
1460863334, 8, 55, 57, 61, 56, 44, 10, 16, 26, 29, 9, 22, 29, 15, 26, 15
1460863334, 14, 55, 57, 61, 56, 44, 10, 17, 26, 29, 8, 22, 29, 15, 26, 15
1460863334, 7, 55, 57, 61, 56, 44, 10, 17, 26, 29, 8, 22, 29, 15, 26, 15
1460863334, 8, 55, 57, 61, 56, 44, 10, 17, 26, 29, 8, 21, 29, 15, 26, 15
1460863335, 8, 55, 57, 61, 56, 44, 11, 17, 27, 29, 8, 21, 29, 15, 26, 15
1460863335, 6, 55, 57, 61, 56, 44, 11, 17, 27, 29, 8, 21, 29, 15, 26, 15
1460863335, 14, 55, 57, 61, 56, 44, 11, 17, 27, 29, 8, 21, 29, 15, 26, 15
1460863335, 16, 55, 57, 61, 56, 44, 11, 17, 27, 29, 8, 21, 28, 15, 26, 15
1460863335, 10, 55, 57, 61, 56, 44, 11, 18, 27, 29, 8, 21, 28, 15, 26, 15
1460863335, 480, 55, 58, 62, 56, 44, 10, 15, 30, 31, 7, 24, 30, 20, 28, 15
1460863335, 240, 53, 97, 99, 39, 36, 77, 71, 36, 40, 35, 107, 109, 105, 103, 15
1460863335, 118, 53, 99, 103, 37, 35, 82, 83, 37, 40, 39, 111, 112, 114, 110, 15
1460863335, 34, 53, 99, 104, 37, 35, 81, 85, 38, 42, 41, 112, 114, 116, 112, 15
1460863335, 12, 53, 100, 105, 37, 35, 85, 89, 38, 43, 44, 115, 116, 117, 113, 15
1460863335, 30, 54, 101, 105, 36, 35, 88, 93, 38, 44, 46, 116, 117, 118, 113, 16
1460863335, 29, 55, 101, 105, 36, 35, 91, 96, 37, 44, 47, 117, 118, 119, 114, 16
1460863335, 10, 55, 101, 105, 36, 35, 93, 97, 36, 43, 47, 117, 118, 119, 114, 16
1460863335, 2, 55, 101, 105, 36, 35, 94, 98, 36, 42, 47, 117, 118, 119, 114, 16
1460863335, 1, 55, 101, 105, 36, 35, 95, 98, 36, 42, 47, 117, 118, 119, 114, 16
1460863335, 2, 56, 101, 105, 36, 35, 94, 99, 37, 43, 47, 117, 119, 120, 114, 16
1460863335, 3, 56, 101, 105, 36, 35, 95, 99, 37, 43, 47, 118, 119, 120, 115, 16
1460863335, 2, 56, 102, 105, 36, 35, 97, 100, 36, 42, 47, 118, 119, 120, 115, 16
1460863335, 4, 56, 102, 106, 36, 35, 98, 101, 35, 41, 47, 118, 119, 120, 115, 16
1460863336, 17, 56, 102, 106, 36, 35, 99, 101, 35, 41, 47, 119, 120, 121, 116, 16
1460863336, 68, 56, 102, 106, 36, 36, 99, 102, 34, 40, 47, 118, 120, 120, 116, 16
